,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips,parcelid
17780,3.0,2.0,1802.0,387646.0,1955.0,4706.45,6037.0,11060381
17781,3.0,2.0,1214.0,436760.0,1957.0,5155.54,6059.0,13917646
17782,1.0,1.0,2673.0,81259.0,1928.0,1162.81,6037.0,12598308
17783,5.0,3.0,2363.0,606828.0,1946.0,9221.82,6037.0,12131331
17784,2.0,3.0,1690.0,398976.0,1962.0,4866.58,6037.0,10934719
17785,5.0,3.0,2425.0,120741.0,1964.0,1864.3,6059.0,14169164
17786,3.0,2.0,1251.0,185031.0,1964.0,2233.0,6059.0,14060708
17787,3.0,2.0,1319.0,318310.0,1953.0,4029.77,6037.0,10765031
17788,3.0,3.0,1946.0,696201.0,1962.0,7409.26,6111.0,17281775
17789,4.0,3.0,2457.0,598997.0,1958.0,7120.16,6037.0,12161257
17790,2.0,3.0,1401.0,366099.0,2014.0,6892.01,6037.0,11158670
17791,5.0,5.0,4800.0,1083000.0,2004.0,18338.64,6037.0,11348853
17792,3.0,2.0,1174.0,301658.0,1957.0,3591.64,6059.0,13908133
17793,2.0,1.0,966.0,274117.0,1910.0,3494.43,6037.0,12881647
17794,3.0,2.0,1618.0,818949.0,1957.0,9484.32,6059.0,13927279
17795,4.0,2.0,1196.0,65419.0,1955.0,1667.53,6037.0,11196034
17796,3.0,3.0,1733.0,361472.0,1980.0,5073.13,6037.0,11129546
17797,4.0,3.0,2917.0,299985.0,1979.0,3533.88,6059.0,14058307
17798,4.0,2.0,1710.0,499311.0,1960.0,6112.77,6037.0,10783076
17799,2.0,1.0,991.0,304585.0,1950.0,3943.16,6037.0,12742615
17800,4.0,4.0,3437.0,678232.0,2013.0,11347.5,6037.0,13026237
17801,4.0,5.0,2226.0,254395.0,1921.0,3312.52,6059.0,13929276
17802,5.0,3.0,2609.0,710896.0,1995.0,8474.72,6059.0,14363197
17803,3.0,2.0,1959.0,142249.0,1948.0,3628.38,6037.0,11891060
17804,3.0,3.0,1264.0,365000.0,1923.0,4444.96,6037.0,12191915
17805,4.0,3.0,2237.0,157351.0,1967.0,2456.28,6037.0,12705827
17806,2.0,1.0,1019.0,391609.0,1942.0,4860.69,6037.0,12335310
17807,5.0,5.0,4819.0,842361.0,1993.0,9040.74,6111.0,17215140
17808,5.0,4.0,1760.0,396782.0,1965.0,5057.88,6037.0,12660081
17809,4.0,3.5,3518.0,827608.0,1986.0,9026.28,6111.0,17219401
17810,4.0,3.0,2696.0,681820.0,1968.0,8014.87,6037.0,10726033
17811,3.0,1.5,1150.0,421000.0,1965.0,5184.12,6059.0,13928205
17812,2.0,1.0,803.0,421291.0,1949.0,5189.61,6037.0,10850480
17813,2.0,2.0,1419.0,372790.0,1941.0,4452.52,6111.0,17160383
17814,6.0,5.0,3674.0,813799.0,2002.0,10580.89,6037.0,11350491
17815,4.0,2.0,1346.0,346902.0,1954.0,4350.21,6037.0,11065226
17816,3.0,3.0,1809.0,257000.0,2005.0,3611.0,6037.0,11266412
17817,5.0,6.0,5133.0,1569908.0,2004.0,18925.31,6037.0,11128310
17818,5.0,5.5,4501.0,1378311.0,2002.0,14361.14,6059.0,14461376
17819,2.0,1.0,1489.0,125167.0,1882.0,1765.31,6037.0,11798554
17820,3.0,4.0,2316.0,1745703.0,1953.0,20974.45,6037.0,11692531
17821,2.0,1.0,1114.0,44891.0,1939.0,627.67,6037.0,12241721
17822,3.0,2.0,1466.0,283252.0,1977.0,3309.1,6059.0,14253259
17823,3.0,2.0,1058.0,381733.0,1978.0,4120.94,6111.0,17128663
17824,4.0,3.0,2360.0,548470.0,1992.0,6612.56,6037.0,13040339
17825,3.0,2.0,1120.0,428209.0,1975.0,4281.06,6059.0,14462494
17826,3.0,2.0,1594.0,552382.0,1970.0,7108.8,6111.0,17296928
17827,3.0,2.0,1664.0,215000.0,1990.0,2535.0,6037.0,11226633
17828,3.0,2.0,1260.0,481522.0,1962.0,5546.73,6037.0,12733487
17829,3.0,2.0,1232.0,166324.0,1950.0,2169.14,6037.0,12385318
17830,4.0,4.0,2907.0,1549118.0,1998.0,19406.46,6059.0,14315960
17831,3.0,2.5,1536.0,419691.0,1969.0,4794.82,6059.0,14060155
17832,3.0,2.0,1682.0,268050.0,1954.0,3300.9,6037.0,12521840
17833,4.0,4.5,4104.0,1371047.0,1999.0,14247.0,6059.0,14460509
17834,4.0,2.0,1513.0,125619.0,1966.0,1409.6,6111.0,17181102
17835,5.0,4.0,3514.0,822756.0,2015.0,8824.8,6111.0,17188871
17836,4.0,2.5,2554.0,159600.0,1975.0,1986.3,6059.0,14070288
17837,3.0,2.0,1080.0,169008.0,1963.0,2270.97,6037.0,12879495
17838,4.0,3.0,2306.0,738919.0,1978.0,9404.31,6037.0,11349650
17839,3.0,2.0,1569.0,235478.0,1977.0,2815.08,6111.0,17215637
17840,4.0,2.0,1325.0,414212.0,1954.0,5086.85,6037.0,11065488
17841,2.0,2.0,1536.0,694000.0,1947.0,8109.4,6037.0,12123741
17842,4.0,2.0,1386.0,487000.0,1965.0,5508.34,6059.0,14059274
17843,4.0,2.0,1227.0,339112.0,1950.0,4255.84,6037.0,12338866
17844,3.0,2.0,1571.0,238608.0,1956.0,2914.79,6037.0,10992802
17845,3.0,1.0,942.0,280700.0,1955.0,3567.51,6037.0,12879217
17846,4.0,3.0,2910.0,282719.0,1990.0,4178.24,6037.0,11261124
17847,4.0,3.0,2532.0,709000.0,1966.0,7483.68,6111.0,17208321
17848,3.0,3.0,1985.0,642094.0,1933.0,7817.52,6037.0,11619032
17849,2.0,2.0,1530.0,55615.0,1939.0,1018.44,6037.0,12260368
17850,3.0,3.0,2519.0,507261.0,1999.0,6248.42,6059.0,14182042
17851,3.0,2.0,1786.0,558637.0,1995.0,6046.82,6059.0,14235501
17852,3.0,2.0,1717.0,529000.0,1952.0,6030.87,6037.0,12950748
17853,3.0,3.0,2122.0,1045434.0,1953.0,12660.81,6037.0,10907061
17854,4.0,3.0,3064.0,505719.0,1986.0,6322.97,6037.0,10718419
17855,3.0,2.0,1146.0,566424.0,1947.0,6846.77,6037.0,11462391
17856,3.0,2.0,1207.0,609150.0,1950.0,7816.38,6037.0,11481350
17857,3.0,2.0,1671.0,171497.0,1970.0,1995.67,6037.0,11244993
17858,2.0,1.0,936.0,134984.0,1922.0,1758.05,6037.0,12210801
17859,3.0,2.5,1495.0,534021.0,1979.0,7164.08,6059.0,14292489
17860,3.0,2.0,1776.0,109724.0,1960.0,1803.9,6059.0,14020226
17861,2.0,2.0,888.0,216534.0,1926.0,2881.6,6037.0,12219581
17862,5.0,3.0,3123.0,170585.0,1965.0,2139.13,6037.0,11328100
17863,3.0,2.0,1485.0,484480.0,1955.0,6043.27,6037.0,12830200
17864,6.0,3.0,2545.0,383913.0,1965.0,4486.26,6059.0,14110492
17865,3.0,2.0,1366.0,255621.0,1971.0,3204.48,6059.0,14192459
17866,4.0,3.0,1729.0,187643.0,1948.0,2542.36,6037.0,12260585
17867,4.0,4.0,4010.0,1146518.0,1989.0,13842.76,6037.0,11535397
17868,4.0,3.0,2554.0,228122.0,2002.0,3688.38,6037.0,11186160
17869,6.0,3.0,2773.0,382086.0,1970.0,4046.88,6111.0,17223696
17870,3.0,2.5,1922.0,523757.0,1980.0,5318.76,6059.0,14414426
17871,4.0,3.0,3093.0,746882.0,1984.0,8024.04,6111.0,17208048
17872,4.0,2.0,2177.0,493817.0,1955.0,5862.83,6037.0,12946022
17873,3.0,2.0,1152.0,165526.0,1924.0,2008.88,6037.0,12645304
17874,2.0,1.0,960.0,208044.0,1912.0,2585.78,6037.0,11732672
17875,2.0,1.0,950.0,294231.0,1953.0,3664.17,6037.0,10770414
17876,2.0,2.0,1404.0,1046924.0,1937.0,12701.88,6037.0,10911511
17877,4.0,3.0,2296.0,622300.0,1977.0,7229.4,6037.0,11327710
17878,4.0,4.0,2113.0,491876.0,2007.0,5837.51,6037.0,12478600
17879,3.0,2.0,2067.0,873115.0,1957.0,9751.54,6059.0,13962610
17880,5.0,2.0,2212.0,131261.0,1988.0,2375.43,6037.0,11319900
17881,2.0,1.0,805.0,248333.0,1968.0,2996.84,6059.0,14111172
17882,4.0,4.0,2733.0,789000.0,1959.0,9676.22,6037.0,11093102
17883,3.0,2.0,1933.0,429898.0,1979.0,4773.46,6111.0,17267666
17884,2.0,3.0,1904.0,1682743.0,1980.0,20236.34,6037.0,11595608
17885,3.0,2.0,1879.0,155114.0,1952.0,2562.87,6037.0,11521386
17886,2.0,1.0,1295.0,290000.0,1919.0,3634.29,6037.0,12184300
17887,3.0,1.0,1056.0,275268.0,1928.0,3451.5,6037.0,12626511
17888,5.0,3.5,3908.0,2595000.0,1965.0,27509.84,6059.0,13981490
17889,3.0,1.0,1089.0,794803.0,1941.0,9616.2,6037.0,11520758
17890,3.0,2.0,1728.0,502000.0,1954.0,6156.55,6037.0,10880505
17891,4.0,2.5,2326.0,660000.0,1974.0,7094.4,6059.0,14242169
17892,4.0,2.5,1725.0,454438.0,1964.0,5249.02,6111.0,17251098
17893,3.0,2.0,1525.0,745584.0,1927.0,8183.58,6037.0,12051919
17894,3.0,2.0,2114.0,837345.0,1931.0,8537.78,6059.0,13894656
17895,2.0,1.0,718.0,388000.0,1949.0,4831.03,6037.0,11878716
17896,3.0,2.0,1212.0,362435.0,1957.0,4511.44,6037.0,10968794
17897,3.0,2.0,1334.0,321572.0,1950.0,3912.61,6037.0,10797598
17898,4.0,3.0,2708.0,1050288.0,1972.0,11704.41,6037.0,12955558
17899,3.0,1.0,1404.0,350141.0,1924.0,4232.2,6037.0,12549195
17900,5.0,5.0,2803.0,650000.0,1950.0,8041.7,6037.0,10824444
17901,5.0,3.5,3137.0,2246748.0,1965.0,23928.2,6059.0,13981113
17902,4.0,3.0,2350.0,491038.0,1984.0,5917.18,6059.0,14181234
17903,3.0,2.0,1966.0,200216.0,1988.0,7330.81,6037.0,11332938
17904,3.0,2.5,1560.0,219829.0,1972.0,2759.04,6059.0,14035265
17905,0.0,0.0,1060.0,324858.0,1984.0,3589.64,6111.0,17059899
17906,3.0,3.0,1970.0,725245.0,1951.0,8745.8,6037.0,10797446
17907,2.0,1.0,1209.0,35566.0,1924.0,952.32,6037.0,11821322
17908,5.0,4.0,3886.0,1046800.0,1951.0,11955.16,6059.0,13835203
17909,4.0,4.0,3646.0,5043042.0,1958.0,51318.56,6059.0,13894447
17910,3.0,1.0,1236.0,155784.0,1947.0,2044.98,6037.0,12940345
17911,4.0,2.0,1111.0,315462.0,1954.0,4037.57,6037.0,12928023
17912,0.0,0.0,,393502.0,,4767.6,6037.0,11905745
17913,3.0,1.0,1236.0,106112.0,1924.0,1396.2,6037.0,11958940
17914,2.0,1.0,758.0,569544.0,1946.0,6726.88,6059.0,14086724
17915,4.0,3.0,3018.0,1029999.0,2010.0,11545.72,6059.0,14186968
17916,5.0,3.5,3428.0,932000.0,1992.0,10192.88,6111.0,17224834
17917,3.0,1.0,1225.0,289506.0,1955.0,3684.88,6037.0,12469629
17918,4.0,3.0,2295.0,385559.0,1955.0,4924.1,6037.0,12469434
17919,3.0,3.0,3139.0,1087823.0,1994.0,11342.16,6059.0,14423115
17920,3.0,2.0,1745.0,231290.0,1947.0,2586.08,6037.0,10951754
17921,2.0,2.0,1380.0,169763.0,1987.0,2546.76,6037.0,11175068
17922,4.0,4.0,2274.0,953650.0,1925.0,10671.77,6037.0,11477473
17923,4.0,2.5,2442.0,319617.0,1974.0,4216.02,6059.0,14431580
17924,5.0,3.0,3401.0,1177661.0,1913.0,14274.02,6037.0,11982628
17925,3.0,2.0,1572.0,305733.0,1948.0,3804.18,6037.0,10875123
17926,4.0,2.5,2913.0,837942.0,1990.0,8580.58,6059.0,14498592
17927,4.0,2.0,1563.0,94775.0,1960.0,1688.06,6037.0,12673283
17928,4.0,3.0,2294.0,297730.0,1986.0,3546.39,6037.0,11242213
17929,3.0,3.0,3498.0,1185866.0,1971.0,55817.34,6037.0,10870005
17930,3.0,3.0,2383.0,505654.0,1990.0,5845.56,6059.0,14184398
17931,3.0,3.0,1595.0,79269.0,1957.0,1171.01,6037.0,11044914
17932,3.0,2.0,1356.0,295901.0,1984.0,3388.32,6111.0,17206610
17933,3.0,4.0,2748.0,1071129.0,1965.0,13164.06,6037.0,12029681
17934,3.0,1.0,1036.0,185001.0,1950.0,2309.49,6037.0,10775830
17935,4.0,2.0,1106.0,748757.0,1954.0,8296.46,6059.0,14278782
17936,2.0,3.0,1980.0,766293.0,1949.0,9190.41,6037.0,12822646
17937,3.0,2.0,1352.0,103507.0,1960.0,1371.1,6037.0,12678002
17938,4.0,5.0,3730.0,4276757.0,1951.0,51181.6,6037.0,11668807
17939,3.0,1.0,1170.0,198264.0,1944.0,2469.69,6037.0,11723290
17940,2.0,1.0,993.0,328711.0,1957.0,4021.88,6037.0,10971164
17941,3.0,3.0,2909.0,775019.0,2007.0,8890.41,6037.0,12676813
17942,4.0,3.0,1906.0,97194.0,1917.0,1278.29,6037.0,11721114
17943,6.0,4.0,3223.0,788671.0,1999.0,8835.68,6059.0,14485206
17944,3.0,2.5,1470.0,182644.0,1980.0,2564.64,6059.0,14187574
17945,2.0,1.0,1106.0,422587.0,1947.0,5139.56,6037.0,11468860
17946,4.0,4.0,3467.0,3431544.0,1949.0,41150.26,6037.0,11663958
17947,4.0,3.0,2496.0,283253.0,2010.0,4186.6,6037.0,11304049
17948,4.0,2.0,1565.0,43026.0,1953.0,948.58,6037.0,12261833
17949,3.0,2.0,1280.0,179608.0,1958.0,2640.73,6037.0,12292238
17950,4.0,3.0,2138.0,923000.0,1954.0,10161.47,6037.0,10953639
17951,4.0,3.0,1469.0,417775.0,1973.0,5077.98,6059.0,14149290
17952,4.0,2.0,2336.0,477780.0,1974.0,5934.6,6037.0,11080039
17953,2.0,1.0,1253.0,65481.0,1950.0,1057.96,6059.0,14149103
17954,3.0,2.0,1625.0,395568.0,1988.0,5286.27,6037.0,11479735
17955,3.0,2.0,1410.0,639741.0,1972.0,7756.7,6037.0,11531956
17956,4.0,2.0,1575.0,79890.0,1955.0,1344.79,6037.0,12829403
17957,4.0,2.0,1777.0,681623.0,1956.0,7805.54,6037.0,12682067
17958,3.0,3.0,2088.0,89009.0,1948.0,1245.92,6037.0,11598901
17959,4.0,2.0,1740.0,130145.0,1956.0,1676.4,6037.0,12682786
17960,3.0,2.0,1227.0,389492.0,1955.0,4529.99,6037.0,12672994
17961,3.0,2.0,1893.0,559712.0,1951.0,6623.6,6037.0,12145349
17962,4.0,2.5,2585.0,108572.0,1969.0,1623.8,6059.0,14109444
17963,2.0,1.0,1344.0,24178.0,1911.0,460.47,6037.0,11717387
17964,4.0,3.0,2615.0,411771.0,1980.0,4358.96,6111.0,17224332
17965,5.0,3.0,2446.0,216087.0,1957.0,3301.93,6037.0,11278429
17966,5.0,3.0,2815.0,552604.0,1994.0,5722.1,6059.0,14433729
17967,4.0,4.0,2623.0,197534.0,1963.0,2669.43,6037.0,10868353
17968,2.0,1.0,768.0,339530.0,1923.0,4068.03,6037.0,12534970
17969,2.0,1.0,1642.0,72752.0,1948.0,1289.99,6037.0,12957657
17970,4.0,5.5,5851.0,1468559.0,2005.0,16336.7,6111.0,17196382
17971,3.0,2.0,1085.0,146500.0,1964.0,1777.26,6111.0,17154848
17972,3.0,1.0,1219.0,452499.0,1953.0,5414.21,6037.0,12435587
17973,5.0,4.5,4003.0,818000.0,1994.0,9016.94,6111.0,17197738
17974,4.0,2.0,1300.0,124459.0,1985.0,1725.02,6037.0,11250939
17975,3.0,2.0,1479.0,342715.0,1972.0,3983.0,6059.0,14141885
17976,2.0,2.0,1587.0,602816.0,1925.0,7395.24,6037.0,12651884
17977,3.0,1.0,1637.0,700000.0,1919.0,8570.09,6037.0,11749593
17978,4.0,4.0,3015.0,1468153.0,2002.0,17218.94,6037.0,12526830
17979,2.0,2.0,1145.0,245490.0,1970.0,2846.58,6111.0,17155024
17980,3.0,3.0,2031.0,231418.0,1989.0,3676.85,6037.0,11269478
17981,3.0,2.0,1239.0,376186.0,1955.0,4616.32,6037.0,10787955
17982,5.0,2.0,2098.0,344306.0,1972.0,4068.62,6111.0,17230487
17983,3.0,1.0,969.0,67314.0,1956.0,1341.94,6059.0,13946111
17984,3.0,1.0,1039.0,406100.0,1963.0,4366.56,6111.0,17073315
17985,4.0,3.5,3586.0,463996.0,,4933.9,6111.0,17072013
17986,4.0,2.0,1462.0,434228.0,1904.0,5239.71,6037.0,12905992
17987,3.0,2.0,2094.0,475549.0,1939.0,5834.06,6037.0,10964586
17988,3.0,3.0,2836.0,699117.0,1989.0,8283.04,6059.0,14200133
17989,3.0,2.5,1508.0,359273.0,2001.0,4004.4,6111.0,17072412
17990,2.0,1.0,1234.0,1776687.0,1923.0,24959.59,6037.0,11548834
17991,4.0,4.5,3791.0,1322000.0,2000.0,13215.56,6059.0,14393573
17992,3.0,1.0,1422.0,75874.0,1951.0,1009.74,6037.0,12651712
17993,5.0,3.5,3145.0,523995.0,1993.0,5825.82,6111.0,17198030
17994,4.0,3.5,3810.0,1554291.0,2011.0,18310.36,6059.0,14386916
17995,4.0,2.5,2832.0,637122.0,2000.0,6307.0,6059.0,14392368
17996,3.0,3.0,3178.0,358073.0,1978.0,3636.1,6059.0,14387468
17997,4.0,2.0,1120.0,76320.0,1970.0,1801.43,6037.0,11209516
17998,4.0,3.0,2630.0,371215.0,1988.0,5154.06,6037.0,11300459
17999,3.0,3.0,2046.0,796305.0,1990.0,8327.44,6111.0,17075614
18000,3.0,2.0,1132.0,620000.0,1963.0,7011.26,6059.0,14040518
18001,3.0,2.0,1134.0,793925.0,1955.0,9599.97,6037.0,11444846
18002,4.0,2.0,1924.0,243724.0,1978.0,3072.25,6037.0,10738679
18003,3.0,2.0,1775.0,122560.0,1973.0,1938.62,6059.0,14267069
18004,4.0,3.0,3321.0,553083.0,1968.0,6892.08,6037.0,11074865
18005,2.0,1.0,1089.0,40638.0,1925.0,538.22,6111.0,17077545
18006,3.0,3.0,1732.0,221602.0,1986.0,3566.47,6037.0,11206365
18007,5.0,2.5,2246.0,428005.0,1964.0,4877.1,6059.0,14243968
18008,3.0,2.0,1702.0,333823.0,1950.0,4107.21,6037.0,12652351
18009,3.0,2.0,1588.0,561000.0,1978.0,6750.64,6037.0,12902560
18010,5.0,3.5,3293.0,1070000.0,1977.0,12299.66,6111.0,17300378
18011,4.0,3.0,2911.0,596975.0,1959.0,6652.17,6037.0,12043627
18012,4.0,2.5,1952.0,399331.0,1975.0,4724.74,6059.0,14267662
18013,4.0,3.0,1944.0,422077.0,1976.0,5232.04,6037.0,12903394
18014,3.0,2.0,1855.0,301297.0,1965.0,2998.3,6059.0,14444150
18015,5.0,3.0,2091.0,200336.0,1950.0,2495.4,6037.0,10834331
18016,4.0,2.0,1430.0,100073.0,1956.0,1976.97,6037.0,11285172
18017,5.0,4.5,5067.0,2095943.0,1985.0,21158.88,6059.0,13900378
18018,4.0,4.0,5216.0,159210.0,1926.0,2370.99,6037.0,11749829
18019,3.0,2.0,3324.0,2758703.0,2011.0,33017.43,6037.0,11545734
18020,4.0,3.0,1694.0,407300.0,1964.0,5395.4,6037.0,11104861
18021,3.0,3.0,2461.0,513000.0,2000.0,6838.89,6037.0,11176747
18022,3.0,3.0,1900.0,511271.0,1964.0,6230.52,6037.0,12652096
18023,4.0,3.0,2248.0,125049.0,1967.0,1711.0,6037.0,11452039
18024,2.0,1.0,916.0,364079.0,1956.0,4353.0,6037.0,12172264
18025,3.0,2.0,1543.0,159887.0,1988.0,2755.0,6037.0,11281993
18026,3.0,3.0,2004.0,116547.0,1948.0,1572.94,6037.0,10905524
18027,3.0,2.0,1217.0,158270.0,1953.0,2016.44,6037.0,12440240
18028,3.0,2.0,1352.0,418993.0,1923.0,5571.53,6037.0,12967677
18029,2.0,1.0,862.0,318090.0,1949.0,3938.16,6037.0,11098533
18030,4.0,3.0,3170.0,486306.0,1999.0,6836.12,6037.0,11176564
18031,3.0,2.0,1240.0,254331.0,1970.0,2639.28,6059.0,14383695
18032,6.0,2.0,3104.0,255000.0,1922.0,4388.44,6037.0,11742621
18033,4.0,3.0,2300.0,652431.0,1949.0,8521.4,6037.0,12967073
18034,3.0,4.0,3263.0,3682432.0,1925.0,44238.64,6037.0,12000359
18035,3.0,2.0,1419.0,882874.0,1964.0,9850.56,6059.0,14399806
18036,3.0,3.0,1635.0,222467.0,1961.0,2878.71,6037.0,11097785
18037,2.0,1.0,1083.0,445278.0,1976.0,5449.83,6037.0,11967629
18038,2.0,1.0,988.0,340000.0,1925.0,4541.42,6037.0,12222034
18039,3.0,3.0,2750.0,1367090.0,1960.0,16410.91,6037.0,11654448
18040,4.0,2.5,2132.0,388186.0,1999.0,3810.76,6059.0,14399463
18041,4.0,3.5,3508.0,1353000.0,2003.0,13639.28,6059.0,14395960
18042,4.0,2.0,1813.0,194721.0,1964.0,2578.63,6037.0,10982363
18043,4.0,2.0,1269.0,97636.0,1954.0,1941.25,6037.0,11286103
18044,4.0,2.0,1909.0,141200.0,1963.0,2011.66,6037.0,12693011
18045,2.0,1.0,1490.0,451115.0,1914.0,5424.63,6037.0,11954202
18046,5.0,5.0,4726.0,866609.0,1995.0,10342.92,6037.0,12789732
18047,2.0,1.0,1218.0,312068.0,1924.0,3896.57,6037.0,12207791
18048,3.0,2.0,1320.0,429746.0,1965.0,5162.72,6059.0,14271186
18049,2.0,1.0,1244.0,653151.0,1928.0,7898.4,6037.0,11741126
18050,2.0,2.0,1389.0,332570.0,1949.0,4081.78,6037.0,11031711
18051,0.0,0.0,,33026.0,,340.14,6111.0,17175886
18052,4.0,2.0,1591.0,527591.0,1963.0,5725.96,6059.0,14230119
18053,3.0,2.0,2594.0,557742.0,1980.0,5593.36,6059.0,14438745
18054,3.0,1.0,1366.0,371000.0,1929.0,4603.38,6037.0,12207602
18055,3.0,1.0,1458.0,62243.0,1951.0,1059.18,6037.0,12839308
18056,0.0,2.0,1720.0,271667.0,1928.0,3935.11,6037.0,12011120
18057,3.0,2.0,1198.0,384885.0,1956.0,4618.91,6037.0,12792307
18058,3.0,3.0,3430.0,758000.0,2001.0,8512.02,6111.0,17229582
18059,3.0,2.0,1232.0,647208.0,1947.0,7769.89,6037.0,10843689
18060,3.0,2.0,1080.0,164734.0,1972.0,2632.83,6037.0,11108589
18061,6.0,2.0,1846.0,348165.0,1950.0,4117.86,6059.0,13871471
18062,3.0,2.5,2644.0,2226399.0,1976.0,23714.62,6059.0,14315452
18063,3.0,1.0,1340.0,243766.0,1959.0,3262.14,6037.0,12849846
18064,5.0,6.0,4460.0,1082258.0,2006.0,13196.77,6037.0,10854752
18065,4.0,3.5,3695.0,930000.0,2004.0,15972.84,6111.0,17153413
18066,4.0,4.0,2373.0,768000.0,1964.0,8887.72,6059.0,14089365
18067,3.0,3.0,2551.0,1107850.0,1979.0,11974.78,6059.0,14278829
18068,4.0,3.0,2197.0,397537.0,1976.0,4133.08,6059.0,14306373
18069,4.0,2.0,1206.0,229933.0,1960.0,3106.81,6037.0,13083390
18070,5.0,4.0,2312.0,207120.0,1938.0,2644.49,6037.0,11610148
18071,3.0,2.0,1879.0,3400000.0,1948.0,36032.28,6059.0,13890967
18072,4.0,2.0,1638.0,270560.0,1964.0,3354.96,6111.0,17246395
18073,3.0,2.0,2163.0,123635.0,1937.0,1679.17,6037.0,11602933
18074,5.0,4.0,3364.0,930423.0,1999.0,10394.12,6059.0,13861824
18075,2.0,3.0,1994.0,492395.0,1982.0,5875.3,6111.0,17149918
18076,2.0,1.0,1076.0,350141.0,1937.0,4405.98,6037.0,11389703
18077,2.0,1.0,1199.0,312389.0,1926.0,3832.02,6059.0,13844550
18078,6.0,4.0,3356.0,220970.0,1958.0,2865.18,6059.0,14088962
18079,3.0,2.0,1694.0,207105.0,1988.0,3327.45,6037.0,11305411
18080,4.0,4.0,2738.0,387402.0,1957.0,4944.1,6037.0,11603288
18081,4.0,5.0,3910.0,219489.0,1929.0,2678.16,6037.0,11622689
18082,3.0,2.0,1506.0,528000.0,1955.0,6065.94,6059.0,13914383
18083,3.0,2.0,1259.0,237707.0,1946.0,2919.86,6059.0,13847735
18084,3.0,2.5,1853.0,647635.0,1978.0,7354.62,6111.0,17172006
18085,4.0,3.0,2364.0,296782.0,1984.0,3898.2,6037.0,13062886
18086,6.0,2.0,2158.0,62952.0,1954.0,1218.34,6059.0,14083148
18087,2.0,1.0,672.0,37975.0,1924.0,889.43,6037.0,11826249
18088,3.0,2.0,1638.0,69121.0,1953.0,1056.2,6037.0,12250912
18089,3.0,1.0,1479.0,38052.0,1912.0,589.17,6037.0,11805162
18090,3.0,2.5,1489.0,248257.0,1978.0,3047.16,6059.0,13865471
18091,6.0,3.0,2880.0,479793.0,1965.0,5339.98,6059.0,14243143
18092,4.0,4.0,2727.0,1794906.0,1928.0,21624.93,6037.0,12030275
18093,3.0,3.0,3713.0,451749.0,1979.0,5900.46,6037.0,13071403
18094,5.0,6.0,5028.0,3580000.0,1992.0,43010.44,6037.0,12034275
18095,5.0,4.0,4163.0,904978.0,1989.0,10672.02,6037.0,13070004
18096,4.0,3.0,2783.0,479989.0,1979.0,5234.0,6059.0,14235291
18097,4.0,3.5,2767.0,734000.0,1991.0,7818.04,6111.0,17143430
18098,4.0,3.5,3156.0,1516362.0,1972.0,15396.84,6059.0,14320276
18099,4.0,2.0,1635.0,706493.0,1962.0,7647.24,6059.0,14224927
18100,2.0,2.0,2258.0,1386970.0,1962.0,16237.67,6037.0,12668225
18101,2.0,1.0,696.0,281023.0,1955.0,3618.78,6037.0,10963046
18102,5.0,4.0,4010.0,1075000.0,2006.0,13142.22,6037.0,10981423
18103,3.0,2.0,1118.0,55867.0,1964.0,952.38,6037.0,13094545
18104,3.0,1.0,999.0,250766.0,1945.0,3498.56,6037.0,12269117
18105,3.0,2.0,1715.0,530000.0,1951.0,6388.63,6037.0,10819128
18106,3.0,2.0,1393.0,540000.0,1954.0,6498.45,6037.0,10841040
18107,2.0,2.0,1492.0,209976.0,1940.0,2414.14,6037.0,10939756
18108,5.0,3.0,2830.0,1517288.0,1965.0,16198.6,6059.0,14293909
18109,2.0,2.0,1256.0,263034.0,1925.0,3178.18,6037.0,11973653
18110,3.0,1.0,893.0,132625.0,1954.0,2118.29,6037.0,12273892
18111,4.0,3.0,2861.0,1189265.0,1991.0,13855.68,6037.0,13072709
18112,5.0,6.0,4137.0,1724512.0,2014.0,18373.54,6059.0,14293943
18113,2.0,1.0,1016.0,45723.0,1940.0,793.1,6037.0,12087573
18114,5.0,3.0,2872.0,264000.0,2005.0,4442.36,6037.0,11312957
18115,4.0,2.0,1438.0,59435.0,1964.0,1001.14,6059.0,14082788
18116,3.0,2.0,1763.0,308820.0,1980.0,3264.78,6111.0,17264339
18117,5.0,2.5,2626.0,136013.0,1962.0,1574.42,6111.0,17160821
18118,3.0,2.0,1174.0,262209.0,1955.0,3110.9,6059.0,13911361
18119,3.0,2.0,1855.0,1812185.0,1941.0,20471.23,6037.0,12134565
18120,5.0,3.0,1983.0,331919.0,1965.0,3915.08,6059.0,14109980
18121,3.0,1.0,1492.0,23144.0,1947.0,820.34,6037.0,12272908
18122,3.0,1.0,1084.0,36599.0,1953.0,952.64,6037.0,12266036
18123,3.0,1.0,1191.0,49560.0,1947.0,818.78,6059.0,14252106
18124,5.0,4.0,3310.0,492946.0,1969.0,5521.0,6059.0,13893453
18125,4.0,5.0,4115.0,225494.0,1936.0,3168.23,6037.0,12031231
18126,3.0,3.0,2326.0,487147.0,1941.0,5670.37,6037.0,12683497
18127,4.0,3.0,2172.0,180375.0,2006.0,4841.72,6037.0,11324806
